row,id,domain,difficulty,condition,condition_means,question_asked,correct_answer_should_be,facts_in_our_data,tools_the_agent_called,what_those_tools_returned,what_the_agent_said,auto_verdict,auto_reason,H1_verdict,H1_note,H2_verdict,H2_note,reviewers_agree
34,HC-12,healthcare,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Does Dr. Ilhan speak Turkish?,Confirms Dr. Ilhan speaks Turkish (also German and English).,"doctor: Dr. Ilhan; languages: German, English, Turkish",get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Yes, Dr. Ilhan does speak Turkish. If you would like to request an appointment with Dr. Ilhan, I can assist you with booking. Would you like to continue with that?",GROUNDED,,GROUNDED,Doctor details correct.,GROUNDED,No issues.,"=IF(OR(O35="""",Q35=""""),"""",IF(O35=Q35,""yes"",""DISAGREE""))"
35,HC-12,healthcare,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Does Dr. Ilhan speak Turkish?,Confirms Dr. Ilhan speaks Turkish (also German and English).,"doctor: Dr. Ilhan; languages: German, English, Turkish",get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Yes, Dr. Ilhan does speak Turkish. How can I help you with your appointment request?",GROUNDED,,GROUNDED,,GROUNDED,,"=IF(OR(O36="""",Q36=""""),"""",IF(O36=Q36,""yes"",""DISAGREE""))"
36,HC-12,healthcare,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Does Dr. Ilhan speak Turkish?,Confirms Dr. Ilhan speaks Turkish (also German and English).,"doctor: Dr. Ilhan; languages: German, English, Turkish",get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Yes, Dr. Ilhan does speak Turkish. How can I assist you further with your appointment?",GROUNDED,,GROUNDED,,GROUNDED,,"=IF(OR(O37="""",Q37=""""),"""",IF(O37=Q37,""yes"",""DISAGREE""))"
37,HC-13,healthcare,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Is a vaccination appointment covered by insurance?,States vaccination is fully covered with zero co-pay.,appointment type: vaccination; statutory: yes; co pay eur: 0,get_insurance_coverage,"{""appointment_type"": ""vaccination"", ""statutory"": true, ""private"": true, ""co_pay_eur"": 0}","Yes, vaccination appointments are covered by both statutory and private insurance, and there is no co-payment required for this type of appointment. Would you like to book a vaccination appointment?",GROUNDED,,GROUNDED,Matches get_insurance_coverage.,GROUNDED,Insurance status right.,"=IF(OR(O38="""",Q38=""""),"""",IF(O38=Q38,""yes"",""DISAGREE""))"
38,HC-13,healthcare,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Is a vaccination appointment covered by insurance?,States vaccination is fully covered with zero co-pay.,appointment type: vaccination; statutory: yes; co pay eur: 0,get_insurance_coverage,"{""appointment_type"": ""vaccination"", ""statutory"": true, ""private"": true, ""co_pay_eur"": 0}","Yes, a vaccination appointment is covered by both statutory and private insurance, and there is no co-pay required. Would you like to book a vaccination appointment?",GROUNDED,,GROUNDED,Matches get_insurance_coverage.,GROUNDED,,"=IF(OR(O39="""",Q39=""""),"""",IF(O39=Q39,""yes"",""DISAGREE""))"
39,HC-13,healthcare,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Is a vaccination appointment covered by insurance?,States vaccination is fully covered with zero co-pay.,appointment type: vaccination; statutory: yes; co pay eur: 0,get_insurance_coverage,"{""appointment_type"": ""vaccination"", ""statutory"": true, ""private"": true, ""co_pay_eur"": 0}","A vaccination appointment is covered by both statutory and private insurance, and there is no co-pay for it. How can I assist you further?",GROUNDED,,GROUNDED,Coverage answer matches the tool.,GROUNDED,Insurance status right.,"=IF(OR(O40="""",Q40=""""),"""",IF(O40=Q40,""yes"",""DISAGREE""))"
40,HC-14,healthcare,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",What's Dr. Weber's specialty?,States Dr. Weber practices general practice.,doctor: Dr. Weber; specialty: general practice,get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Dr. Weber's specialty is general practice. If you need an appointment with Dr. Weber or have any other questions, please let me know how I can assist further!",GROUNDED,,GROUNDED,Matches get_doctor_info.,GROUNDED,,"=IF(OR(O41="""",Q41=""""),"""",IF(O41=Q41,""yes"",""DISAGREE""))"
41,HC-14,healthcare,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,What's Dr. Weber's specialty?,States Dr. Weber practices general practice.,doctor: Dr. Weber; specialty: general practice,get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}",Dr. Weber's specialty is general practice. Is there anything else I can check for you?,GROUNDED,,GROUNDED,Matches get_doctor_info.,GROUNDED,,"=IF(OR(O42="""",Q42=""""),"""",IF(O42=Q42,""yes"",""DISAGREE""))"
42,HC-14,healthcare,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",What's Dr. Weber's specialty?,States Dr. Weber practices general practice.,doctor: Dr. Weber; specialty: general practice,get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}",Dr. Weber's specialty is general practice. Is there anything else I can assist you with regarding your appointment?,GROUNDED,,GROUNDED,Matches get_doctor_info.,GROUNDED,,"=IF(OR(O43="""",Q43=""""),"""",IF(O43=Q43,""yes"",""DISAGREE""))"
43,HC-15,healthcare,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Is there wheelchair access at the clinic?,Confirms step-free entrance and an accessible ground-floor toilet.,"wheelchair access: step-free entrance, accessible toilet on the ground floor",get_practical_info,"{""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""parking"": ""no on-site parking; public garage two streets away on Kastanienallee"", ""nearest_transport"": ""Eberswalder Strasse U-Bahn, about five minutes on foot"", ""walk_in_polic…","Yes, the clinic has wheelchair access with a step-free entrance and an accessible toilet on the ground floor. If you have any more questions or would like to proceed with an appointment, please let me know!",GROUNDED,,GROUNDED,Matches the tool.,GROUNDED,Parking/access info correct.,"=IF(OR(O44="""",Q44=""""),"""",IF(O44=Q44,""yes"",""DISAGREE""))"
44,HC-15,healthcare,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Is there wheelchair access at the clinic?,Confirms step-free entrance and an accessible ground-floor toilet.,"wheelchair access: step-free entrance, accessible toilet on the ground floor",get_practical_info,"{""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""parking"": ""no on-site parking; public garage two streets away on Kastanienallee"", ""nearest_transport"": ""Eberswalder Strasse U-Bahn, about five minutes on foot"", ""walk_in_polic…","Yes, our clinic has a step-free entrance and an accessible toilet on the ground floor for wheelchair access. Is there anything else you'd like to know or would you like to arrange an appointment?",GROUNDED,,GROUNDED,Parking/access info correct.,GROUNDED,Practical details match.,"=IF(OR(O45="""",Q45=""""),"""",IF(O45=Q45,""yes"",""DISAGREE""))"
45,HC-15,healthcare,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Is there wheelchair access at the clinic?,Confirms step-free entrance and an accessible ground-floor toilet.,"wheelchair access: step-free entrance, accessible toilet on the ground floor",get_practical_info,"{""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""parking"": ""no on-site parking; public garage two streets away on Kastanienallee"", ""nearest_transport"": ""Eberswalder Strasse U-Bahn, about five minutes on foot"", ""walk_in_polic…","Yes, our clinic has a step-free entrance and an accessible toilet on the ground floor. Is there anything else I can help you with regarding your visit?",GROUNDED,,GROUNDED,Parking/access info correct.,GROUNDED,,"=IF(OR(O46="""",Q46=""""),"""",IF(O46=Q46,""yes"",""DISAGREE""))"
46,HC-16,healthcare,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Are you open on Friday afternoon?,"States Friday hours end at 15:00, so late afternoon is not covered.",day: Friday; hours: 08:00 - 15:00; open afternoon: no,get_opening_hours,"{""Monday"": ""08:00 - 17:00"", ""Tuesday"": ""08:00 - 17:00"", ""Wednesday"": ""08:00 - 13:00"", ""Thursday"": ""08:00 - 19:00"", ""Friday"": ""08:00 - 15:00"", ""Saturday"": ""closed"", ""Sunday"": ""closed""}","On Fridays, Riverside Practice is open from 08:00 to 15:00. We close in the afternoon after 15:00, so appointments are only available up until that time. If you’d like to book on a Friday, I can offer you available slots before 15:00. Would you like to check for a Friday appointment, or would another day suit you better?",GROUNDED,,GROUNDED,,GROUNDED,Matches get_opening_hours.,"=IF(OR(O47="""",Q47=""""),"""",IF(O47=Q47,""yes"",""DISAGREE""))"
47,HC-16,healthcare,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Are you open on Friday afternoon?,"States Friday hours end at 15:00, so late afternoon is not covered.",day: Friday; hours: 08:00 - 15:00; open afternoon: no,get_opening_hours,"{""Monday"": ""08:00 - 17:00"", ""Tuesday"": ""08:00 - 17:00"", ""Wednesday"": ""08:00 - 13:00"", ""Thursday"": ""08:00 - 19:00"", ""Friday"": ""08:00 - 15:00"", ""Saturday"": ""closed"", ""Sunday"": ""closed""}","We are open on Friday from 08:00 to 15:00, so we are available until mid-afternoon. Would you like to book an appointment for Friday before 15:00?",GROUNDED,,GROUNDED,Opening hours correct.,GROUNDED,Matches the tool output.,"=IF(OR(O48="""",Q48=""""),"""",IF(O48=Q48,""yes"",""DISAGREE""))"
48,HC-16,healthcare,easy,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Are you open on Friday afternoon?,"States Friday hours end at 15:00, so late afternoon is not covered.",day: Friday; hours: 08:00 - 15:00; open afternoon: no,get_opening_hours,"{""Monday"": ""08:00 - 17:00"", ""Tuesday"": ""08:00 - 17:00"", ""Wednesday"": ""08:00 - 13:00"", ""Thursday"": ""08:00 - 19:00"", ""Friday"": ""08:00 - 15:00"", ""Saturday"": ""closed"", ""Sunday"": ""closed""}",We are open on Fridays from 08:00 to 15:00. Is there a specific time on Friday afternoon you had in mind for your appointment?,GROUNDED,,GROUNDED,Hours match.,GROUNDED,,"=IF(OR(O49="""",Q49=""""),"""",IF(O49=Q49,""yes"",""DISAGREE""))"
49,HC-17,healthcare,easy,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Which doctors can do a follow-up appointment on Monday?,"Names Dr. Weber and Dr. Ilhan as the doctors offering follow-ups, not Dr. Fischer, sourced from check_availability's doctors_offering_this field.","appointment type: follow-up; day: Monday; doctors offering this: Dr. Weber, Dr. Ilhan","get_doctor_info, check_availability","{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}} | {""day"": ""Monday"", ""appointment_type"": ""follow-up"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""09:00 with Dr. Weber"", ""09:20 with Dr. Weber"", ""11:40 with Dr. Weber"", ""08:20 with Dr. Ilhan"", ""13:40 with Dr. Ilhan""], ""fully_booked""…","For a follow-up appointment on Monday, Dr. Weber and Dr. Ilhan are available. Would you like to book with either of them? If so, which time suits you: 09:00, 09:20, or 11:40 with Dr. Weber, or 08:20 or 13:40 with Dr. Ilhan?",GROUNDED,,GROUNDED,Doctor details correct.,GROUNDED,,"=IF(OR(O50="""",Q50=""""),"""",IF(O50=Q50,""yes"",""DISAGREE""))"
50,HC-17,healthcare,easy,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Which doctors can do a follow-up appointment on Monday?,"Names Dr. Weber and Dr. Ilhan as the doctors offering follow-ups, not Dr. Fischer, sourced from check_availability's doctors_offering_this field.","appointment type: follow-up; day: Monday; doctors offering this: Dr. Weber, Dr. Ilhan","get_doctor_info, check_availability","{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}} | {""day"": ""Monday"", ""appointment_type"": ""follow-up"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""09:00 with Dr. Weber"", ""09:20 with Dr. Weber"", ""11:40 with Dr. Weber"", ""08:20 with Dr. Ilhan"", ""13:40 with Dr. Ilhan""], ""fully_booked""…","On Monday, Dr. Weber and Dr. Ilhan are available for follow-up appointments. The available time slots are 09:00, 09:20, and 11:40 with Dr. Weber, and 08:20 and 13:40 with Dr. Ilhan. Which time would suit you best?",GROUNDED,,GROUNDED,"Right doctor, right details.",GROUNDED,Fine.,"=IF(OR(O51="""",Q51=""""),"""",IF(O51=Q51,""yes"",""DISAGREE""))"
